code,category,eps,dps,nta,revenue,profit_loss,quarter,quarter_date,financial_year,announced_date,roe
1481,"Travel, Leisure & Hospitality",-0.1400,0.000,0.1940,82.7m,-3.5m,1,2023-03-31,"31 Dec, 2023",2023-05-30,-0.7
1481,"Travel, Leisure & Hospitality",-0.8800,0.000,0.1950,89.5m,-17.6m,4,2022-12-31,"31 Dec, 2022",2023-02-24,-4.5
1481,"Travel, Leisure & Hospitality",-0.7000,0.000,0.4710,64.3m,-6.5m,3,2022-09-30,"31 Dec, 2022",2022-11-29,-1.5
1481,"Travel, Leisure & Hospitality",-0.6200,0.150,0.4760,50.3m,-5.8m,2,2022-06-30,"31 Dec, 2022",2022-08-24,-1.3
1481,"Travel, Leisure & Hospitality",-0.7500,0.000,0.4820,39.0m,-6.9m,1,2022-03-31,"31 Dec, 2022",2022-05-25,-1.6
1481,"Travel, Leisure & Hospitality",1.3400,0.000,0.4880,41.7m,12.4m,4,2021-12-31,"31 Dec, 2021",2022-02-28,2.7
1481,"Travel, Leisure & Hospitality",-0.7300,0.000,0.4590,26.7m,-6.8m,3,2021-09-30,"31 Dec, 2021",2021-11-24,-1.6
1481,"Travel, Leisure & Hospitality",-0.8900,0.150,0.4680,24.2m,-8.3m,2,2021-06-30,"31 Dec, 2021",2021-08-25,-1.9
1481,"Travel, Leisure & Hospitality",-0.9300,0.000,0.4700,23.7m,-8.6m,1,2021-03-31,"31 Dec, 2021",2021-05-28,-2.0
1481,"Travel, Leisure & Hospitality",-0.1900,0.000,0.4830,30.8m,-1.8m,4,2020-12-31,"31 Dec, 2020",2021-03-03,-0.4
1481,"Travel, Leisure & Hospitality",-1.4800,0.000,0.4800,21.6m,-13.7m,3,2020-09-30,"31 Dec, 2020",2020-11-25,-3.1
1481,"Travel, Leisure & Hospitality",-1.5800,0.350,0.4990,22.0m,-14.7m,2,2020-06-30,"31 Dec, 2020",2020-08-26,-3.2
1481,"Travel, Leisure & Hospitality",-0.4400,0.000,0.5100,42.8m,-4.1m,1,2020-03-31,"31 Dec, 2020",2020-05-21,-0.9
1481,"Travel, Leisure & Hospitality",9.4800,0.000,0.5180,85.6m,88.1m,4,2019-12-31,"31 Dec, 2019",2020-02-26,18.3
1481,"Travel, Leisure & Hospitality",-0.5000,0.000,0.4380,56.7m,-4.7m,3,2019-09-30,"31 Dec, 2019",2019-11-27,-1.1
1481,"Travel, Leisure & Hospitality",-0.4100,0.250,0.4540,69.9m,-3.8m,2,2019-06-30,"31 Dec, 2019",2019-08-28,-0.9
1481,"Travel, Leisure & Hospitality",-0.5100,0.000,0.4550,63.3m,-4.7m,1,2019-03-31,"31 Dec, 2019",2019-05-29,-1.1
1481,"Travel, Leisure & Hospitality",0.8000,0.000,0.4540,87.2m,7.5m,4,2018-12-31,"31 Dec, 2018",2019-02-27,1.8
1481,"Travel, Leisure & Hospitality",-0.4500,0.000,0.4470,65.4m,-4.2m,3,2018-09-30,"31 Dec, 2018",2018-11-28,-1.0
1481,"Travel, Leisure & Hospitality",-0.4500,0.250,0.4520,65.1m,-4.1m,2,2018-06-30,"31 Dec, 2018",2018-08-28,-1.0
1481,"Travel, Leisure & Hospitality",-0.4700,0.000,0.4590,65.8m,-4.0m,1,2018-03-31,"31 Dec, 2018",2018-05-30,-1.0
1481,"Travel, Leisure & Hospitality",0.8200,0.000,0.6390,88.9m,5.6m,4,2017-12-31,"31 Dec, 2017",2018-02-28,1.3
1481,"Travel, Leisure & Hospitality",-0.0800,0.000,0.6470,59.4m,-553.0k,3,2017-09-30,"31 Dec, 2017",2017-11-22,-0.1
1481,"Travel, Leisure & Hospitality",-0.5100,0.250,0.6540,56.6m,-3.4m,2,2017-06-30,"31 Dec, 2017",2017-08-28,-0.8
1481,"Travel, Leisure & Hospitality",-0.3400,0.000,0.6720,61.0m,-2.3m,1,2017-03-31,"31 Dec, 2017",2017-05-24,-0.5
1481,"Travel, Leisure & Hospitality",1.2900,0.000,0.6840,90.7m,8.6m,4,2016-12-31,"31 Dec, 2016",2017-02-27,1.9
1481,"Travel, Leisure & Hospitality",0.0100,0.000,0.6520,62.1m,93.0k,3,2016-09-30,"31 Dec, 2016",2016-11-23,0.0
1481,"Travel, Leisure & Hospitality",-0.1400,0.250,0.6520,63.3m,-948.0k,2,2016-06-30,"31 Dec, 2016",2016-08-24,-0.2
1481,"Travel, Leisure & Hospitality",-0.5500,0.000,0.6530,60.8m,-3.7m,1,2016-03-31,"31 Dec, 2016",2016-05-24,-0.8
5281,Construction,0.0000,0.000,0.2700,95.8m,4.0k,3,2024-09-30,"31 Dec, 2024",2024-11-27,0.0
5281,Construction,-0.8000,0.000,0.2700,92.9m,-4.6m,2,2024-06-30,"31 Dec, 2024",2024-08-28,-3.0
5281,Construction,-2.5200,0.000,0.2800,94.0m,-14.5m,1,2024-03-31,"31 Dec, 2024",2024-05-31,-9.0
5281,Construction,-6.1400,0.000,0.3100,96.7m,-33.9m,4,2023-12-31,"31 Dec, 2023",2024-02-28,-19.8
5281,Construction,-0.1100,0.000,0.3600,122.7m,-605.0k,3,2023-09-30,"31 Dec, 2023",2023-11-23,-0.3
5281,Construction,0.1000,0.000,0.3600,118.4m,544.0k,2,2023-06-30,"31 Dec, 2023",2023-08-22,0.3
5281,Construction,0.0300,0.000,0.3900,112.0m,148.0k,1,2023-03-31,"31 Dec, 2023",2023-05-24,0.1
5281,Construction,-4.3100,0.000,0.3900,95.8m,-20.8m,4,2022-12-31,"31 Dec, 2022",2023-02-28,-11.1
5281,Construction,0.1400,0.000,0.4400,122.4m,661.0k,3,2022-09-30,"31 Dec, 2022",2022-11-24,0.3
5281,Construction,0.1100,0.000,0.4300,99.2m,549.0k,2,2022-06-30,"31 Dec, 2022",2022-08-24,0.3
5281,Construction,-0.4300,0.000,0.4600,105.0m,-2.1m,1,2022-03-31,"31 Dec, 2022",2022-05-25,-0.9
5281,Construction,0.3900,0.000,0.4400,76.0m,1.6m,4,2021-12-31,"31 Dec, 2021",2022-02-24,0.9
5281,Construction,0.4600,0.000,0.4600,69.6m,1.8m,3,2021-09-30,"31 Dec, 2021",2021-11-15,1.0
5281,Construction,-0.6200,0.000,0.4600,60.1m,-2.5m,2,2021-06-30,"31 Dec, 2021",2021-09-21,-1.3
5281,Construction,0.2700,0.000,0.4600,65.1m,1.1m,1,2021-03-31,"31 Dec, 2021",2021-05-21,0.6
5281,Construction,0.9100,0.000,0.4600,73.1m,3.6m,4,2020-12-31,"31 Dec, 2020",2021-02-26,2.0
5281,Construction,0.7900,0.010,0.4600,72.8m,3.1m,3,2020-09-30,"31 Dec, 2020",2020-11-26,1.7
5281,Construction,-1.7100,0.000,0.4600,38.1m,-6.9m,2,2020-06-30,"31 Dec, 2020",2020-08-26,-3.7
5281,Construction,0.5400,0.000,0.4800,66.3m,2.2m,1,2020-03-31,"31 Dec, 2020",2020-06-25,1.1
5281,Construction,0.6500,0.000,0.4800,77.9m,2.6m,4,2019-12-31,"31 Dec, 2019",2020-02-27,1.4
5281,Construction,0.6800,0.000,0.4700,71.1m,2.7m,3,2019-09-30,"31 Dec, 2019",2019-11-21,1.4
5281,Construction,0.8600,0.000,0.4700,80.3m,3.5m,2,2019-06-30,"31 Dec, 2019",2019-08-28,1.8
5281,Construction,0.5000,0.000,0.4600,72.3m,2.0m,1,2019-03-31,"31 Dec, 2019",2019-05-28,1.1
5281,Construction,0.7200,0.000,0.4500,71.6m,2.9m,4,2018-12-31,"31 Dec, 2018",2019-02-27,1.6
5281,Construction,0.3800,1.000,0.4500,65.8m,1.5m,3,2018-09-30,"31 Dec, 2018",2018-11-22,0.8
5281,Construction,0.9100,0.000,0.4500,73.7m,3.7m,2,2018-06-30,"31 Dec, 2018",2018-08-29,2.0
5281,Construction,0.6300,0.000,0.4400,61.8m,2.5m,1,2018-03-31,"31 Dec, 2018",2018-05-28,1.4
5281,Construction,0.2000,0.000,0.4300,63.8m,803.0k,4,2017-12-31,"31 Dec, 2017",2018-02-27,0.5
5281,Construction,0.8200,0.000,0.4300,60.9m,3.3m,3,2017-09-30,"31 Dec, 2017",2017-11-28,1.9
5281,Construction,2.4000,1.000,0.3800,82.2m,7.5m,2,2017-06-30,"31 Dec, 2017",2017-08-28,6.3
5281,Construction,2.2000,0.000,0.3600,59.2m,6.9m,1,2017-03-31,"31 Dec, 2017",2017-06-19,6.1
7191,Health Care Equipment & Services,0.2200,0.000,0.3100,15.4m,658.0k,3,2024-09-30,"31 Dec, 2024",2024-11-29,0.7
7191,Health Care Equipment & Services,0.1100,0.000,0.3100,12.3m,342.0k,2,2024-06-30,"31 Dec, 2024",2024-08-26,0.4
7191,Health Care Equipment & Services,0.1000,0.000,0.3000,13.5m,301.0k,1,2024-03-31,"31 Dec, 2024",2024-05-02,0.3
7191,Health Care Equipment & Services,-1.1300,0.000,0.3000,8.6m,-3.5m,4,2023-12-31,"31 Dec, 2023",2024-02-27,-3.8
7191,Health Care Equipment & Services,-1.2700,0.000,0.3800,8.1m,-1.9m,3,2023-09-30,"31 Dec, 2023",2023-11-28,-3.3
7191,Health Care Equipment & Services,-1.6600,0.000,0.4000,6.7m,-2.5m,2,2023-06-30,"31 Dec, 2023",2023-08-29,-4.2
7191,Health Care Equipment & Services,-0.5400,0.000,0.4100,13.8m,-825.0k,1,2023-03-31,"31 Dec, 2023",2023-05-18,-1.3
7191,Health Care Equipment & Services,-2.5200,0.000,0.4100,8.4m,-3.8m,4,2022-12-31,"31 Dec, 2022",2023-02-24,-6.1
7191,Health Care Equipment & Services,-1.2500,0.000,0.4400,10.3m,-1.9m,3,2022-09-30,"31 Dec, 2022",2022-11-29,-2.8
7191,Health Care Equipment & Services,0.0500,0.000,0.4500,21.9m,82.0k,2,2022-06-30,"31 Dec, 2022",2022-08-29,0.1
7191,Health Care Equipment & Services,0.4600,0.000,0.4500,18.3m,700.0k,1,2022-03-31,"31 Dec, 2022",2022-05-27,1.0
7191,Health Care Equipment & Services,2.4100,0.000,0.4500,22.6m,3.7m,4,2021-12-31,"31 Dec, 2021",2022-02-23,5.4
7191,Health Care Equipment & Services,1.6600,0.000,0.4200,43.4m,2.5m,3,2021-09-30,"31 Dec, 2021",2021-11-24,4.0
7191,Health Care Equipment & Services,5.0500,0.000,0.4000,20.1m,7.7m,2,2021-06-30,"31 Dec, 2021",2021-08-25,12.6
7191,Health Care Equipment & Services,-0.7300,0.000,0.3500,13.0m,-1.3m,1,2021-03-31,"31 Dec, 2021",2021-05-28,-2.1
7191,Health Care Equipment & Services,-6.0800,0.000,0.3600,12.7m,-9.3m,4,2020-12-31,"31 Dec, 2020",2021-02-26,-16.9
7191,Health Care Equipment & Services,-3.3800,0.000,0.4200,14.5m,-5.2m,3,2020-09-30,"31 Dec, 2020",2020-11-25,-8.0
7191,Health Care Equipment & Services,1.1100,0.000,0.4600,46.4m,1.7m,2,2020-06-30,"31 Dec, 2020",2020-08-26,2.4
7191,Health Care Equipment & Services,0.6600,0.000,0.4400,13.7m,1.0m,1,2020-03-31,"31 Dec, 2020",2020-05-21,1.5
7191,Health Care Equipment & Services,-4.2300,7.000,0.2300,11.6m,-6.5m,4,2019-12-31,"31 Dec, 2019",2020-02-27,-18.4
7191,Health Care Equipment & Services,19.7700,0.000,0.5400,9.5m,30.2m,3,2019-09-30,"31 Dec, 2019",2019-11-26,36.6
7191,Health Care Equipment & Services,-0.2500,0.000,0.3500,9.2m,-384.0k,2,2019-06-30,"31 Dec, 2019",2019-08-29,-0.7
7191,Health Care Equipment & Services,-0.8000,0.000,0.3500,8.5m,-1.2m,1,2019-03-31,"31 Dec, 2019",2019-05-30,-2.3
7191,Health Care Equipment & Services,-17.9500,0.000,0.3600,7.8m,-27.4m,-,2018-12-31,"31 Dec, 2018",2019-02-28,-49.9
7191,Health Care Equipment & Services,-0.3700,0.000,0.5400,9.6m,-569.0k,-,2018-10-31,"31 Dec, 2018",2018-12-26,-0.7
7191,Health Care Equipment & Services,0.5000,0.000,0.5400,13.4m,757.0k,3,2018-07-31,"31 Oct, 2018",2018-09-28,0.9
7191,Health Care Equipment & Services,0.4600,0.000,0.5400,15.4m,702.0k,2,2018-04-30,"31 Oct, 2018",2018-06-20,0.9
7191,Health Care Equipment & Services,0.4400,0.000,0.5400,13.9m,674.0k,1,2018-01-31,"31 Oct, 2018",2018-03-28,0.8
7191,Health Care Equipment & Services,-0.1500,0.000,0.5300,12.2m,-231.0k,4,2017-10-31,"31 Oct, 2017",2017-12-29,-0.3
7191,Health Care Equipment & Services,0.0200,0.000,0.5300,10.5m,34.0k,3,2017-07-31,"31 Oct, 2017",2017-09-19,0.0
7191,Health Care Equipment & Services,0.0900,0.000,0.5300,12.2m,145.0k,2,2017-04-30,"31 Oct, 2017",2017-06-22,0.2
7191,Health Care Equipment & Services,0.1300,0.000,0.5300,9.4m,191.0k,1,2017-01-31,"31 Oct, 2017",2017-03-28,0.2
7146,"Industrial Materials, Components & Equipment",-2.2000,0.000,0.2500,30.5m,-4.8m,2,2024-09-30,"31 Mar, 2025",2024-11-29,-8.8
7146,"Industrial Materials, Components & Equipment",-0.5200,0.000,0.2700,26.0m,-1.1m,1,2024-06-30,"31 Mar, 2025",2024-08-30,-1.9
7146,"Industrial Materials, Components & Equipment",-0.4900,0.000,0.0300,30.3m,-9.5m,4,2024-03-31,"31 Mar, 2024",2024-05-31,-16.3
7146,"Industrial Materials, Components & Equipment",-0.2100,0.000,0.0300,16.6m,-4.6m,3,2023-12-31,"31 Mar, 2024",2024-02-28,-7.0
7146,"Industrial Materials, Components & Equipment",-0.0400,0.000,0.0300,40.5m,-798.0k,2,2023-09-30,"31 Mar, 2024",2023-11-29,-1.3
7146,"Industrial Materials, Components & Equipment",0.2600,0.000,0.0300,23.0m,-5.7m,1,2023-06-30,"31 Mar, 2024",2023-08-30,8.7
7146,"Industrial Materials, Components & Equipment",-0.4600,0.000,0.0400,30.4m,-9.9m,4,2023-03-31,"31 Mar, 2023",2023-05-31,-11.5
7146,"Industrial Materials, Components & Equipment",0.0600,0.000,0.0400,24.1m,1.4m,3,2022-12-31,"31 Mar, 2023",2023-02-24,1.5
7146,"Industrial Materials, Components & Equipment",-0.1100,0.000,0.0400,27.4m,-2.4m,2,2022-09-30,"31 Mar, 2023",2022-11-30,-2.8
7146,"Industrial Materials, Components & Equipment",-0.4800,0.000,0.0400,27.4m,-10.5m,1,2022-06-30,"31 Mar, 2023",2022-08-26,-12.0
7146,"Industrial Materials, Components & Equipment",-2.8200,0.000,0.0500,32.0m,-44.3m,4,2022-03-31,"31 Mar, 2022",2022-05-31,-56.4
7146,"Industrial Materials, Components & Equipment",-0.5500,0.000,0.0600,32.7m,-7.6m,3,2021-12-31,"31 Mar, 2022",2022-05-18,-9.2
7146,"Industrial Materials, Components & Equipment",-0.1900,0.000,0.0700,43.3m,-1.8m,2,2021-09-30,"31 Mar, 2022",2022-05-18,-2.7
7146,"Industrial Materials, Components & Equipment",-0.6100,0.000,0.1100,29.1m,-3.6m,1,2021-06-30,"31 Mar, 2022",2021-08-30,-5.5
7146,"Industrial Materials, Components & Equipment",-1.5600,0.000,0.1400,17.3m,-6.9m,-,2021-03-31,"31 Mar, 2021",2021-06-29,-11.1
7146,"Industrial Materials, Components & Equipment",-0.1700,0.000,0.1500,17.9m,-666.0k,-,2020-12-31,"31 Mar, 2021",2021-02-26,-1.1
7146,"Industrial Materials, Components & Equipment",-0.1400,0.000,0.1500,19.4m,-500.0k,3,2020-09-30,"31 Dec, 2020",2020-11-20,-0.9
7146,"Industrial Materials, Components & Equipment",-0.4900,0.000,0.1600,13.8m,-1.6m,2,2020-06-30,"31 Dec, 2020",2020-08-25,-3.1
7146,"Industrial Materials, Components & Equipment",-0.1800,0.000,0.1700,17.6m,-604.0k,1,2020-03-31,"31 Dec, 2020",2020-06-25,-1.1
7146,"Industrial Materials, Components & Equipment",-0.2000,0.000,0.2000,17.2m,-619.0k,4,2019-12-31,"31 Dec, 2019",2020-02-28,-1.0
7146,"Industrial Materials, Components & Equipment",0.0000,0.000,0.2000,16.1m,15.0k,3,2019-09-30,"31 Dec, 2019",2019-11-27,0.0
7146,"Industrial Materials, Components & Equipment",-0.0300,0.000,0.1900,15.7m,-93.0k,2,2019-06-30,"31 Dec, 2019",2019-08-26,-0.2
7146,"Industrial Materials, Components & Equipment",-0.0500,0.000,0.1800,14.2m,-154.0k,1,2019-03-31,"31 Dec, 2019",2019-05-27,-0.3
7146,"Industrial Materials, Components & Equipment",-0.4600,0.000,0.1800,15.9m,-1.4m,4,2018-12-31,"31 Dec, 2018",2019-02-28,-2.6
7146,"Industrial Materials, Components & Equipment",0.0200,0.000,0.1900,15.3m,59.0k,3,2018-09-30,"31 Dec, 2018",2018-11-26,0.1
7146,"Industrial Materials, Components & Equipment",-0.0500,0.000,0.1800,14.1m,-153.0k,2,2018-06-30,"31 Dec, 2018",2018-08-23,-0.3
7146,"Industrial Materials, Components & Equipment",-0.2000,0.000,0.1900,15.9m,-591.0k,1,2018-03-31,"31 Dec, 2018",2018-05-28,-1.1
7146,"Industrial Materials, Components & Equipment",-0.3100,0.000,0.1900,13.5m,-1.5m,4,2017-12-31,"31 Dec, 2017",2018-02-28,-1.6
7146,"Industrial Materials, Components & Equipment",0.0700,0.000,0.2000,15.1m,193.0k,3,2017-09-30,"31 Dec, 2017",2017-11-27,0.4
7146,"Industrial Materials, Components & Equipment",0.0500,0.000,0.2000,18.6m,138.0k,2,2017-06-30,"31 Dec, 2017",2017-08-23,0.3
7146,"Industrial Materials, Components & Equipment",0.0200,0.000,0.2000,14.9m,43.0k,1,2017-03-31,"31 Dec, 2017",2017-05-29,0.1
6599,Retailers,1.3400,0.000,1.3676,1.0b,18.8m,3,2024-09-30,"31 Dec, 2024",2024-11-21,1.0
6599,Retailers,1.9700,0.000,1.3574,1.0b,27.9m,2,2024-06-30,"31 Dec, 2024",2024-08-29,1.5
6599,Retailers,4.1000,0.000,1.3696,1.2b,57.4m,1,2024-03-31,"31 Dec, 2024",2024-05-15,3.0
6599,Retailers,2.3200,4.000,1.3241,1.0b,32.6m,4,2023-12-31,"31 Dec, 2023",2024-02-23,1.8
6599,Retailers,0.9800,0.000,1.3043,955.9m,13.9m,3,2023-09-30,"31 Dec, 2023",2023-11-24,0.8
6599,Retailers,2.1500,0.000,1.2914,1.0b,30.2m,2,2023-06-30,"31 Dec, 2023",2023-08-22,1.7
6599,Retailers,2.7200,0.000,1.3104,1.1b,38.2m,1,2023-03-31,"31 Dec, 2023",2023-05-18,2.1
6599,Retailers,1.7700,4.000,1.2871,1.1b,24.9m,4,2022-12-31,"31 Dec, 2022",2023-02-22,1.4
6599,Retailers,0.7800,0.000,1.2727,982.0m,11.0m,3,2022-09-30,"31 Dec, 2022",2022-11-23,0.6
6599,Retailers,3.3700,0.000,1.2658,1.1b,47.3m,2,2022-06-30,"31 Dec, 2022",2022-08-23,2.7
6599,Retailers,2.0000,0.000,1.2662,1.0b,28.1m,1,2022-03-31,"31 Dec, 2022",2022-05-18,1.6
6599,Retailers,5.0600,3.000,1.2413,992.1m,71.0m,4,2021-12-31,"31 Dec, 2021",2022-02-23,4.1
6599,Retailers,-1.3300,0.000,1.1900,750.6m,-18.7m,3,2021-09-30,"31 Dec, 2021",2021-11-24,-1.1
6599,Retailers,0.7800,0.000,1.2100,874.2m,10.9m,2,2021-06-30,"31 Dec, 2021",2021-08-27,0.6
6599,Retailers,1.5700,0.000,1.2100,1.0b,22.0m,1,2021-03-31,"31 Dec, 2021",2021-05-19,1.3
6599,Retailers,1.9300,1.500,1.1900,916.5m,27.2m,4,2020-12-31,"31 Dec, 2020",2021-02-24,1.6
6599,Retailers,1.1700,0.000,1.1700,989.6m,16.4m,3,2020-09-30,"31 Dec, 2020",2020-11-25,1.0
6599,Retailers,-0.6800,0.000,1.1900,954.3m,-9.6m,2,2020-06-30,"31 Dec, 2020",2020-08-27,-0.6
6599,Retailers,0.5300,0.000,1.1900,1.2b,7.5m,1,2020-03-31,"31 Dec, 2020",2020-05-20,0.4
6599,Retailers,3.5500,4.000,1.2100,1.2b,49.9m,4,2019-12-31,"31 Dec, 2019",2020-02-24,2.9
6599,Retailers,0.5200,0.000,1.1700,1.1b,7.3m,3,2019-09-30,"31 Dec, 2019",2019-11-28,0.4
6599,Retailers,1.3900,0.000,1.2400,1.1b,19.5m,2,2019-06-30,"31 Dec, 2019",2019-08-26,1.1
6599,Retailers,2.3200,0.000,1.2200,1.2b,32.6m,1,2019-03-31,"31 Dec, 2019",2019-05-30,1.9
6599,Retailers,3.8100,4.000,1.4400,1.1b,53.5m,4,2018-12-31,"31 Dec, 2018",2019-02-27,2.6
6599,Retailers,0.9900,0.000,1.4000,1.1b,13.9m,3,2018-09-30,"31 Dec, 2018",2018-11-28,0.7
6599,Retailers,0.7000,0.000,1.4300,1.1b,9.8m,2,2018-06-30,"31 Dec, 2018",2018-08-29,0.5
6599,Retailers,1.9900,0.000,1.4100,1.1b,27.9m,1,2018-03-31,"31 Dec, 2018",2018-05-24,1.4
6599,Retailers,2.7900,4.000,1.4000,1.1b,39.2m,4,2017-12-31,"31 Dec, 2017",2018-02-28,2.0
6599,Retailers,0.6600,0.000,1.3500,962.7m,9.3m,3,2017-09-30,"31 Dec, 2017",2017-11-23,0.5
6599,Retailers,1.8000,0.000,1.3700,1.0b,25.3m,2,2017-06-30,"31 Dec, 2017",2017-08-24,1.3
6599,Retailers,1.6100,0.000,1.3500,1.1b,22.7m,1,2017-03-31,"31 Dec, 2017",2017-05-25,1.2
6599,Retailers,1.8900,3.000,1.3300,1.0b,26.5m,4,2016-12-31,"31 Dec, 2016",2017-02-27,1.4
6599,Retailers,0.3900,0.000,1.3100,965.3m,5.4m,3,2016-09-30,"31 Dec, 2016",2016-11-24,0.3
6599,Retailers,1.3600,0.000,1.3400,974.8m,19.1m,2,2016-06-30,"31 Dec, 2016",2016-08-25,1.0
6599,Retailers,2.0400,0.000,1.3300,1.1b,28.7m,1,2016-03-31,"31 Dec, 2016",2016-05-19,1.5
5139,Other Financials,12.1600,0.000,5.3100,562.0m,62.1m,3,2024-11-30,"28 Feb, 2025",2024-12-19,2.3
5139,Other Financials,13.9400,14.250,5.3400,541.4m,71.2m,2,2024-08-31,"28 Feb, 2025",2024-09-26,2.6
5139,Other Financials,20.8400,0.000,5.3500,522.3m,106.4m,1,2024-05-31,"28 Feb, 2025",2024-07-10,3.9
5139,Other Financials,22.3200,14.000,5.1700,501.6m,118.9m,4,2024-02-29,"29 Feb, 2024",2024-04-08,4.3
5139,Other Financials,16.7500,0.000,4.9200,486.5m,85.5m,3,2023-11-30,"29 Feb, 2024",2023-12-21,3.4
5139,Other Financials,45.1000,28.500,9.8000,471.7m,120.2m,2,2023-08-31,"29 Feb, 2024",2023-09-26,4.6
5139,Other Financials,38.9200,0.000,9.5200,452.7m,99.4m,1,2023-05-31,"29 Feb, 2024",2023-07-10,4.1
5139,Other Financials,35.3400,21.000,9.1000,432.7m,95.3m,4,2023-02-28,"28 Feb, 2023",2023-04-11,3.9
5139,Other Financials,32.7600,0.000,8.8500,417.8m,83.6m,3,2022-11-30,"28 Feb, 2023",2022-12-21,3.7
5139,Other Financials,27.6600,28.500,8.7400,399.2m,75.6m,2,2022-08-31,"28 Feb, 2023",2022-09-29,3.2
5139,Other Financials,63.8700,0.000,8.7000,390.6m,163.1m,1,2022-05-31,"28 Feb, 2023",2022-07-04,7.3
5139,Other Financials,7.1700,20.000,7.8400,363.0m,23.4m,4,2022-02-28,"28 Feb, 2022",2022-04-05,0.9
5139,Other Financials,40.5300,0.000,7.6300,376.5m,103.5m,3,2021-11-30,"28 Feb, 2022",2021-12-23,5.3
5139,Other Financials,27.5900,28.500,7.4200,374.5m,75.5m,2,2021-08-31,"28 Feb, 2022",2021-09-28,3.7
5139,Other Financials,63.8800,0.000,7.3200,411.0m,163.1m,1,2021-05-31,"28 Feb, 2022",2021-07-06,8.7
5139,Other Financials,42.5600,20.000,6.6300,406.3m,113.7m,4,2021-02-28,"28 Feb, 2021",2021-04-08,6.4
5139,Other Financials,16.5100,0.000,6.0400,401.5m,42.1m,3,2020-11-30,"28 Feb, 2021",2020-12-21,2.7
5139,Other Financials,18.3100,9.200,5.9700,364.0m,51.8m,2,2020-08-31,"28 Feb, 2021",2020-09-29,3.1
5139,Other Financials,10.2900,0.000,6.0100,385.3m,26.3m,1,2020-05-31,"28 Feb, 2021",2020-06-25,1.7
5139,Other Financials,31.3600,14.000,6.1400,413.3m,88.4m,4,2020-02-29,"29 Feb, 2020",2020-04-09,5.1
5139,Other Financials,27.3900,0.000,6.0400,402.5m,69.9m,3,2019-11-30,"29 Feb, 2020",2019-12-19,4.5
5139,Other Financials,16.0300,22.250,6.0700,404.4m,49.1m,2,2019-08-31,"29 Feb, 2020",2019-09-26,2.6
5139,Other Financials,32.6900,0.000,6.2400,378.6m,84.6m,1,2019-05-31,"29 Feb, 2020",2019-06-27,5.2
5139,Other Financials,33.0400,22.350,5.9800,359.5m,87.6m,4,2019-02-28,"28 Feb, 2019",2019-04-25,5.5
5139,Other Financials,33.3500,0.000,5.6600,348.5m,87.1m,3,2018-11-30,"28 Feb, 2019",2018-12-20,5.9
5139,Other Financials,31.0300,22.250,5.5800,332.1m,80.6m,2,2018-08-31,"28 Feb, 2019",2018-10-04,5.6
5139,Other Financials,38.4300,0.000,5.4500,325.7m,99.2m,1,2018-05-31,"28 Feb, 2019",2018-06-28,7.1
5139,Other Financials,31.8700,20.000,6.3700,309.2m,82.3m,4,2018-02-28,"28 Feb, 2018",2018-04-27,5.0
5139,Other Financials,28.8600,0.000,6.0400,312.3m,70.6m,3,2017-11-30,"28 Feb, 2018",2017-12-21,4.8
5139,Other Financials,35.5100,21.130,4.8500,311.3m,71.4m,2,2017-08-31,"28 Feb, 2018",2017-10-05,7.3
5139,Other Financials,50.1500,0.000,7.1300,302.3m,75.8m,1,2017-05-31,"28 Feb, 2018",2017-07-04,7.0
5139,Other Financials,53.3800,32.500,6.6300,290.8m,80.1m,4,2017-02-28,"28 Feb, 2017",2017-04-25,8.1
5139,Other Financials,44.0100,0.000,6.1300,280.3m,67.1m,3,2016-11-30,"28 Feb, 2017",2016-12-22,7.2
5139,Other Financials,36.1000,30.500,5.9300,269.1m,55.2m,2,2016-08-31,"28 Feb, 2017",2016-10-04,6.1
5139,Other Financials,41.0600,0.000,5.9300,261.6m,62.7m,1,2016-05-31,"28 Feb, 2017",2016-06-30,6.9
5185,Banking,6.0700,0.000,4.8000,612.8m,145.8m,3,2024-09-30,"31 Dec, 2024",2024-11-22,1.3
5185,Banking,5.0400,0.000,4.7100,494.8m,118.6m,2,2024-06-30,"31 Dec, 2024",2024-08-23,1.1
5185,Banking,4.7000,0.000,4.7800,504.5m,110.2m,1,2024-03-31,"31 Dec, 2024",2024-05-21,1.0
5185,Banking,1.6200,5.760,4.7300,486.2m,39.5m,4,2023-12-31,"31 Dec, 2023",2024-02-29,0.3
5185,Banking,4.3800,0.000,4.6900,500.4m,100.5m,3,2023-09-30,"31 Dec, 2023",2023-11-17,0.9
5185,Banking,4.9800,0.000,4.8200,504.9m,113.2m,2,2023-06-30,"31 Dec, 2023",2023-08-25,1.0
5185,Banking,6.5500,0.000,4.7600,494.3m,149.0m,1,2023-03-31,"31 Dec, 2023",2023-05-26,1.4
5185,Banking,6.3700,30.390,4.7300,566.7m,138.3m,4,2022-12-31,"31 Dec, 2022",2023-02-27,1.3
5185,Banking,40.5400,0.000,4.9500,1.6b,872.4m,3,2022-09-30,"31 Dec, 2022",2022-11-25,8.2
5185,Banking,6.9200,0.000,4.7500,579.2m,146.9m,2,2022-06-30,"31 Dec, 2022",2022-08-24,1.5
